Title,Header,Type,Date,Country,Amount
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",United Kingdom,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Papua New Guinea,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Cote d'Ivoire,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",China,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Paraguay,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Czechia,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Tajikistan,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Germany,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Namibia,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Laos,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Iceland,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Denmark,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Brazil,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Canada,nan
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Latvia,132.78
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Montenegro,80.30
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Greece,164.96
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Slovakia,136.33
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,United Kingdom,118.13
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Lithuania,133.82
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Czechia,138.25
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Luxembourg,115.53
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Netherlands,125.52
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,EU-27 + UK,123.34
Projected change in dependency ratio depending on labor force participation,– Age dependency is the ratio between people defined as dependents (under-15s and over-65s) and working-age people. – Labor force dependency does not take into account age brackets but instead uses the ratio between those not participating in the workforce to those that are. – High labor force participation assumes a higher share of people participating in the workforce (e.g. beyond the age of 65).,Labor force dependency ratio,2060,Spain,158.84
